Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
PTIIG-TT,32,47,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Solution shearing-annealing,260.0,o-DCB,,Nitrogen,p,-4.84,-3.46,0.33,0.31,8.0,>1000,,,,,0.33,
PTIIG-TT,32,48,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,3.61,21.4,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Solution shearing-annealing,300.0,o-DCB,,Nitrogen,p,-4.84,-3.46,0.39,0.36,6.2,>1000,,,,,0.39,
PTIIG-TT,32,49,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Drop coating,,o-DCB,,Nitrogen,p,-4.84,-3.46,0.085,0.084,20.1,>1000,,,,,0.085,
PTIIG-TT,32,50,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Drop coating-annealing,260.0,o-DCB,,Nitrogen,p,-4.84,-3.46,0.3,0.27,13.8,>10000,,,,,0.3,
PTIIG-TT,32,51,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Drop coating-annealing,300.0,o-DCB,,Nitrogen,p,-4.84,-3.46,0.33,0.31,12.6,>10000,,,,,0.33,
PTIIG-TVT,33,52,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,3.59,20.26,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Solution shearing,,o-DCB,,Nitrogen,p,-4.98,-3.53,0.16,0.15,21.0,>10000,,,,,0.16,
PTIIG-TVT,33,53,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Solution shearing-annealing,260.0,o-DCB,,Nitrogen,p,-4.98,-3.53,0.33,0.32,10.0,>10000,,,,,0.33,
PTIIG-TVT,33,54,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,3.57,20.79,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Solution shearing-annealing,300.0,o-DCB,,Nitrogen,p,-4.98,-3.53,0.45,0.4,6.6,>10000,,,,,0.45,
PTIIG-TVT,33,55,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Drop coating,,o-DCB,,Nitrogen,p,-4.98,-3.53,0.13,0.1,11.3,>100000,,,,,0.13,
PTIIG-TVT,33,56,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Drop coating-annealing,260.0,o-DCB,,Nitrogen,p,-4.98,-3.53,0.3,0.29,1.6,>10000,,,,,0.3,
PTIIG-TVT,33,57,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Au,Si,Drop coating-annealing,300.0,o-DCB,,Nitrogen,p,-4.98,-3.53,0.37,0.36,-0.2,>1000,,,,,0.37,
PTIIG-TT,32,58,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,3.6,22.1,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Al,Si,Solution shearing,,o-DCB,,Nitrogen,p,-4.84,-3.46,0.19,0.17,-21.4,>10000,0.038,0.032,102.2,>1000,0.19,
PTIIG-TT,32,59,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Al,Si,Solution shearing-annealing,260.0,o-DCB,,Nitrogen,p,-4.84,-3.46,0.25,0.23,-7.2,>10000,0.05,0.041,114.2,>100,0.25,
PTIIG-TT,32,60,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC4=C(C=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CC(CCCCCCCCCC)CCCCCCCC,12.1,2.04,3.61,21.4,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Al,Si,Solution shearing-annealing,300.0,o-DCB,,Nitrogen,p,-4.84,-3.46,0.32,0.3,-11.8,>10000,0.059,0.047,98.7,>1000,0.32,
PTIIG-TVT,33,61,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,3.59,20.26,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Al,Si,Solution shearing,,o-DCB,,Nitrogen,p,-4.98,-3.53,0.27,0.25,-10.5,>10000,0.019,0.016,112.7,>100,0.27,
PTIIG-TVT,33,62,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,,,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Al,Si,Solution shearing-annealing,260.0,o-DCB,,Nitrogen,p,-4.98,-3.53,0.51,0.47,-13.2,>10000,0.02,0.017,113.5,>100,0.51,
PTIIG-TVT,33,63,2016,10.1039/C6TC03693G,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CC(CCCCCCCC)CCCCCCCCCC)C/5=O,20.5,1.96,3.57,20.79,BG/TC,50.0,875.0,17.5,OTS-modified SiO2,300.0,10.0,Al,Si,Solution shearing-annealing,300.0,o-DCB,,Nitrogen,p,-4.98,-3.53,0.59,0.49,-26.4,>100000,0.03,0.026,118.7,>100,0.59,
PTIID-TVT,34,64,2015,10.1021/acsami.5b00073,ACS Applied Materials & Interfaces,O=C(N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C/5=O,23.0,1.84,3.59,33.3,BG/TC,,,,Cytop-treated SiO2,340.0,8.1,Au,Si,Spin coating,,Chloroform,,vacuum,p,-5.38,-5.38,0.08,0.06,,,0.00014,0.00011,,,0.08,
PTIID-TAT,35,65,2015,10.1021/acsami.5b00073,ACS Applied Materials & Interfaces,O=C(N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(C#CC4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C/5=O,33.0,1.67,3.62,29.8,BG/TC,,,,Cytop-treated SiO2,340.0,8.1,Au,Si,Spin coating,,Chloroform,,vacuum,p,-5.65,-5.65,0.12,0.1,,,0.0061,0.0058,,,0.12,
PTIID-TCNT,36,66,2015,10.1021/acsami.5b00073,ACS Applied Materials & Interfaces,O=C(N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C(C#N)=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C/5=O,38.0,1.87,3.55,30.36,BG/TC,,,,Cytop-treated SiO2,340.0,8.1,Au,Si,Spin coating,,Chloroform,,vacuum,n,-5.62,-5.62,0.04,0.03,,,0.09,0.07,,,0.09,
PTIID-TVT,34,67,2015,10.1021/acsami.5b00073,ACS Applied Materials & Interfaces,O=C(N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C/5=O,23.0,1.84,3.54,31.02,BG/TC,,,,Cytop-treated SiO2,340.0,8.1,Au,Si,Spin coating - annealing,175.0,Chloroform,,vacuum,p,-5.38,-5.38,0.14,0.12,,,0.0016,0.0015,,,0.14,
PTIID-TAT,35,68,2015,10.1021/acsami.5b00073,ACS Applied Materials & Interfaces,O=C(N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(C#CC4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C/5=O,33.0,1.67,3.62,28.72,BG/TC,,,,Cytop-treated SiO2,340.0,8.1,Au,Si,"Spin coating - annealing",175.0,Chloroform,,vacuum,p,-5.65,-5.65,0.41,0.38,,,0.04,0.03,,,0.41,
PTIID-TCNT,36,69,2015,10.1021/acsami.5b00073,ACS Applied Materials & Interfaces,O=C(N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C1=C/2SC(C3=CC=C(/C(C#N)=C/C4=CC=CS4)S3)=C1)C2=C5C(SC=C6)=C6N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C/5=O,38.0,1.87,3.55,30.22,BG/TC,,,,Cytop-treated SiO2,340.0,8.1,Au,Si,"Spin coating - annealing",175.0,Chloroform,,vacuum,n,-5.62,-5.62,0.11,0.07,,,0.22,0.19,,,0.22,
TIIGTVT-C2,37,70,2019,10.1016/j.orgel.2018.11.027,Organic Electronics,O=C(N1CCC(CCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC=C(/C=C/C4=CC=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CCC(CCCCCCCCCC)CCCCCCCCCC,112.0,1.89,3.57,23.25,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,Chloroform,4000,Ambient,p,,,,0.58,-26.8,50000,,,,,0.58,
TIIGTVT-C3,38,71,2019,10.1016/j.orgel.2018.11.027,Organic Electronics,O=C(N1CCCC(CCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC=C(/C=C/C4=CC=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CCCC(CCCCCCCCCC)CCCCCCCCCC,111.0,2.13,3.57,23.61,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,Chloroform,4000,Ambient,p,,,,0.86,-23.0,1000,,,,,0.86,
TIIGTVT-C4,39,72,2019,10.1016/j.orgel.2018.11.027,Organic Electronics,O=C(N1CCCCC(CCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC=C(/C=C/C4=CC=CS4)S3)S2)=C(C5=O)C(SC=C6)=C6N5CCCCC(CCCCCCCCCC)CCCCCCCCCC,25.0,1.86,3.56,24.75,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,Chloroform,4000,Ambient,p,,,,1.15,-4.7,200000,,,,,1.15,
TIIGSVS-C2,40,73,2019,10.1016/j.orgel.2018.11.027,Organic Electronics,O=C(N1CCC(CCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC=C(/C=C/C4=CC=C[Se]4)[Se]3)S2)=C(C5=O)C(SC=C6)=C6N5CCC(CCCCCCCCCC)CCCCCCCCCC,165.0,1.35,3.64,23.6,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,Chloroform,4000,Ambient,p,,,,0.4,-21.0,20000,,,,,0.4,
TIIGSVS-C3,41,74,2019,10.1016/j.orgel.2018.11.027,Organic Electronics,O=C(N1CCC(CCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC=C(/C=C/C4=CC=C[Se]4)[Se]3)S2)=C(C5=O)C(SC=C6)=C6N5CCC(CCCCCCCCCC)CCCCCCCCCC,48.0,1.37,3.63,23.6,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,Chloroform,4000,Ambient,p,,,,0.27,-26.0,20000,,,,,0.27,
TIIGSVS-C4,42,75,2019,10.1016/j.orgel.2018.11.027,Organic Electronics,O=C(N1CCCCC(CCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C=C(C3=CC=C(/C=C/C4=CC=C[Se]4)[Se]3)S2)=C(C5=O)C(SC=C6)=C6N5CCCCC(CCCCCCCCCC)CCCCCCCCCC,81.0,1.38,3.61,24.75,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,Chloroform,4000,Ambient,p,,,,0.22,-30.9,20000,,,,,0.22,
5DNIID-2T,43,76,2017,10.1002/asia.201601671,Chemistry an Asian Journal,O=C1N(CCCCC(CCCCCCCCCC)CCCCCCCCCC)C2=CC=NC=C2/C1=C(C3=CN=C(C4=CC=C(C5=CC=CS5)S4)C=C3N6CCCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,33.46,2.68,,23.68,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",160.0,TCE,,Ambient,p,-5.92,-3.82,0.00127,,25.0,,,,,,0.00127,The author also mentioned that the channel length and width are 60um and 4400mm.
PAIID-BT-C1,44,77,2016,10.1021/acs.chemmater.6b00154,Chemistry of Materials,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(C5=CC=CS5)S4)N=C3N6CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=O,61.1,3.0,3.8,23.2,BG/BC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",180.0,o-DCB,2000,Ambient,p,-5.66,-3.62,3.63,2.86,2.4,>10000000,,,,,3.63,
PAIID-BT-C1,44,78,2016,10.1021/acs.chemmater.6b00154,Chemistry of Materials,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(C5=CC=CS5)S4)N=C3N6CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=O,61.1,3.0,3.8,23.2,TG/BC,50.0,1400.0,28.0,PMMA,900.0,,Au,Al,"Spin coating - annealing",180.0,o-DCB,2000,Ambient,ambipolar,-5.66,-3.62,0.45,0.28,,,0.47,0.3,,,0.45,
PAIID-BT-C3,45,79,2016,10.1021/acs.chemmater.6b00154,Chemistry of Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(C5=CC=CS5)S4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,50.6,3.87,3.56,24.5,BG/BC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",180.0,o-DCB,2000,Ambient,p,-5.67,-3.64,7.28,6.43,5.4,>10000000,,,,,7.28,
PAIID-BT-C3,45,80,2016,10.1021/acs.chemmater.6b00154,Chemistry of Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(C5=CC=CS5)S4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,50.6,3.87,3.56,24.5,TG/BC,50.0,1400.0,28.0,PMMA,900.0,,Au,Al,"Spin coating - annealing",180.0,o-DCB,2000,Ambient,ambipolar,-5.67,-3.64,2.33,1.89,,,0.78,0.48,,,2.33,
PAIID-TT-C3,46,81,2017,10.1002/aelm.201700078,Advanced Functional Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(SC=C5)=C5S4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,19.8,2.63,3.59,24.5,TG/BC,50.0,1400.0,28.0,PMMA,900.0,,Au,Al,"Spin coating - annealing",180.0,o-DCB,2000,Ambient,ambipolar,-5.68,-3.7,1.14,0.78,-15.0,10-100,1.54,1.12,30.0,10-100,1.14,
PAIID-DTE-C3,47,82,2017,10.1002/aelm.201700078,Advanced Functional Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(/C=C/C5=CC=CS5)S4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,116.4,2.49,3.63,23.2,TG/BC,50.0,1400.0,28.0,PMMA,900.0,,Au,Al,"Spin coating - annealing",180.0,o-DCB,2000,Ambient,p,-5.56,-3.6,1.91,1.59,-5.0,1000-10000,0.04,0.02,40.0,100-1000,1.91,
PAIID-BS-C3,48,83,2017,10.1002/aelm.201700078,Advanced Functional Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(C5=CC=C[Se]5)[Se]4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,37.7,3.91,3.6,24.3,TG/BC,50.0,1400.0,28.0,PMMA,900.0,,Au,Al,"Spin coating - annealing",140.0,o-DCB,2000,Ambient,p,-5.58,-3.66,2.56,2.38,-7.5,1000-10000,0.44,0.32,60.0,100-1000,2.56,
PAIID-DSE-C3,49,84,2017,10.1002/aelm.201700078,Advanced Functional Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(/C=C/C5=CC=C[Se]5)[Se]4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,42.4,4.24,3.9,21.9,TG/BC,50.0,1400.0,28.0,PMMA,900.0,,Au,Al,"Spin coating - annealing",140.0,o-DCB,2000,Ambient,p,-5.54,-3.65,0.8,0.73,-7.5,1000-10000,0.18,0.14,65.0,100-1000,0.8,
PAIID-FBT,50,85,2019,10.1021/acsami.9b11608,ACS Applied Materials & Interfaces,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(F)=C(C5=C(F)C=CS5)S4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,39.8,3.39,3.53,23.87,TG/BC,30.0,1400.0,46.7,PMMA,650.0,,Au,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-5.76,-3.64,0.31,0.258,-69.0,1000-10000,2.23,1.84,63.0,10000-100000,2.23,
PAIID-FDTE,51,86,2019,10.1021/acsami.9b11608,ACS Applied Materials & Interfaces,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(F)=C(/C=C/C5=C(F)C=CS5)S4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,34.9,3.08,3.51,23.14,TG/BC,30.0,1400.0,46.7,PMMA,650.0,,Au,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,ambipolar,-5.7,-3.64,3.44,2.94,-87.0,1000-10000,3.88,3.27,77.0,100-1000,3.88,
PAIID-TFBVB-C1,52,87,2019,10.1021/acs.macromol.9b00022,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(C(F)(F)F)=C(/C=C/C5=CC=CC=C5C(F)(F)F)C=C4)N=C3N6CC(CCCCCCCCCC)CCCCCCCCCC)C6=O,26.06,1.48,3.55,20.74,TG/BC,80.0,8800.0,110.0,PMMA,,,Au/Ti,Al,Spin coating,,o-DCB,2500,Ambient,n,-6.23,-3.69,,,,,0.00059,0.00036,40.0,10000,0.00059,
PAIID-TFBVB-C1,52,88,2019,10.1021/acs.macromol.9b00022,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(C(F)(F)F)=C(/C=C/C5=CC=CC=C5C(F)(F)F)C=C4)N=C3N6CC(CCCCCCCCCC)CCCCCCCCCC)C6=O,26.06,1.48,3.51,21.41,TG/BC,80.0,8800.0,110.0,PMMA,,,Au/Ti,Al,"Spin coating - annealing",280.0,o-DCB,2500,Ambient,n,-6.23,-3.69,,,,,0.11,0.07,40.0,10000,0.11,
PAIID-TFBVB-C3,53,89,2019,10.1021/acs.macromol.9b00022,Macromolecules,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(C(F)(F)F)=C(/C=C/C5=CC=CC=C5C(F)(F)F)C=C4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,32.16,1.95,3.46,21.59,TG/BC,80.0,8800.0,110.0,PMMA,,,Au/Ti,Al,Spin coating,,o-DCB,2500,Ambient,n,-6.18,-3.61,,,,,0.00088,0.00059,30.0,10000,0.00088,
PAIID-TFBVB-C3,53,90,2019,10.1021/acs.macromol.9b00022,Macromolecules,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC(C(F)(F)F)=C(/C=C/C5=CC=CC=C5C(F)(F)F)C=C4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,32.16,1.95,3.45,21.41,TG/BC,80.0,8800.0,110.0,PMMA,,,Au/Ti,Al,"Spin coating - annealing",280.0,o-DCB,2500,Ambient,n,-6.18,-3.61,,,,,0.04,0.02,37.0,100000,0.04,
PAIID-BVB-C3,54,91,2019,10.1021/acs.macromol.9b00022,Macromolecules,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(/C=C/C5=CC=CC=C5)C=C4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,55.35,2.32,3.38,21.94,TG/BC,80.0,8800.0,110.0,PMMA,,,Au/Ti,Al,Spin coating,,o-DCB,2500,Ambient,p,-5.73,-3.47,0.047,0.036,-45.0,100000,,,,,0.047,
PAIID-BVB-C3,54,92,2019,10.1021/acs.macromol.9b00022,Macromolecules,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=NC=CC=C2/C1=C(C3=CC=C(C4=CC=C(/C=C/C5=CC=CC=C5)C=C4)N=C3N6CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=O,55.35,2.32,3.4,22.5,TG/BC,80.0,8800.0,110.0,PMMA,,,Au/Ti,Al,"Spin coating - annealing",140.0,o-DCB,2500,Ambient,p,-5.73,-3.47,0.14,0.09,-40.0,100000,,,,,0.14,
PIID-CNTVT-C1,55,93,2019,10.1021/acsami.9b07863,ACS Applied Materials & Interfaces,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C(C3=CC=C(C4=CC=C(/C=C(C#N)/C5=CC=CS5)S4)C=C3N6CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=O,16.1,2.12,3.56,22.63,TG/BC,50.0,1400.0,28.0,PMMA,1000.0,,Au,Al,"Spin coating - annealing",,Chloroform,3000,Nitrogen,ambipolar,-5.54,-3.56,1.22,1.14,-57.0,100-1000,0.63,0.59,35.0,100-1000,1.22,"The author mentions that annealing takes place at an ""appropriate temperature"""
