Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
TIF-DFBT,314,303,2017,10.1002/adma.201702523,Advanced Materials,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2cc4sccc4cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc2cc(-c4c(F)c(F)cc5nsnc45)sc2cc1-3,49.0,1.51,3.95,,BG/TC,20.0,1000.0,50.0,CYTOP,480.0,3.9,Au/Ti,Al,Spin coating - annealing,90.0,oDCB,,Nitrogen,p,-5.8,-3.7,0.2,,,,,,,,0.2,""
TIF-TT,315,304,2017,10.1002/adma.201702523,Advanced Materials,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2cc4sccc4cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc2cc(-c4cc5sccc5s4)sc2cc1-3,29.8,2.04,,,BG/TC,20.0,1000.0,50.0,CYTOP,480.0,3.9,Au/Ti,Al,Spin coating - annealing,90.0,oDCB,,Nitrogen,p,-5.5,-3.3,0.0006,,,,,,,,0.0006,""
PNDIF-T2,316,305,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,28.0,2.04,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,100.0,Chloroform,2000.0,Nitrogen,n,-5.62,-4.01,,,,,0.48,0.46,11.3,100000,0.48,""
PNDIF-T2,316,306,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,28.0,2.04,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,280.0,Chloroform,2000.0,Nitrogen,n,-5.62,-4.01,,,,,3.25,3.03,10.5,100000,3.25,""
PNDIF-T2,316,307,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,28.0,2.04,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,300.0,Chloroform,2000.0,Nitrogen,n,-5.62,-4.01,,,,,3.93,3.35,7.3,100000,3.93,""
PNDIF-TVT,317,308,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(/C=C/c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating,,Chloroform,2000.0,Nitrogen,n,-5.38,-3.99,,,,,0.104,0.06,4.7,10000,0.104,""
PNDIF-TVT,317,309,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(/C=C/c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,100.0,Chloroform,2000.0,Nitrogen,n,-5.38,-3.99,,,,,0.232,0.121,3.6,10000,0.232,""
PNDIF-TVT,317,310,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(/C=C/c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,280.0,Chloroform,2000.0,Nitrogen,n,-5.38,-3.99,,,,,2.24,1.93,12.4,10000,2.24,""
PNDIF-TVT,317,311,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C1c2ccc3c4c(c(-c5ccc(/C=C/c6cccs6)s5)cc(c24)C(=O)N1CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)N(CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C3=O,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,300.0,Chloroform,2000.0,Nitrogen,n,-5.38,-3.99,,,,,3.75,3.33,18.3,100000,3.75,""
pBTTz,318,312,2018,10.1002/adma.201707164,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5cnc(-c6ccc(-c7nccs7)c7nsnc67)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,62.5,2.7,,,BG/TC,100.0,1000.0,10.0,OTMS-treated SiO2,300.0,13.7,Au,n+-Si,Spin coating - annealing,250.0,Chlorobenzene,2500.0,vacuum,n,-6.01,-3.89,,,,,0.46,0.32,4.0,100000-1000000,0.46,""
pPTT,319,313,2018,10.1002/adma.201707164,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cnc(-c7cccs7)c7nsnc67)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,73.2,2.0,4.0,,BG/TC,100.0,1000.0,10.0,OTMS-treated SiO2,300.0,13.7,Au,n+-Si,Spin coating - annealing,250.0,Chlorobenzene,2500.0,vacuum,n,-5.87,-3.82,,,,,2.11,1.87,3.0,100000-1000000,2.11,""
pSNT,320,314,2018,10.1002/adma.201707164,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(C6c7nsnc7C(c7cccs7)c7nn(CC(CC)CCCC)nc76)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,61.3,2.5,3.63,,BG/TC,100.0,1000.0,10.0,OTMS-treated SiO2,300.0,13.7,Au,n+-Si,Spin coating - annealing,250.0,Chlorobenzene,2500.0,vacuum,n,-5.45,-3.88,0.011,0.01,-50.0,10-100,4.87,3.96,8.0,100000-1000000,2.11,"NTMS-SAM treated SiO2 can achieve 5.35(4.58) electron mobility and VT =1 with 1e6-1e7 on/off rate"
DPPPhF0,321,315,2013,10.1002/adma.201205320,Advanced Materials,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,17.4,2.01,3.93,,BG/TC,200.0,1000.0,5.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000.0,Inert,ambipolar,-5.36,-3.56,0.37,0.34,,,0.24,0.23,,,0.37,""
DPPPhF1,322,316,2013,10.1002/adma.201205320,Advanced Materials,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccccc4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,54.0,1.94,3.93,,BG/TC,150.0,2000.0,13.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000.0,Inert,ambipolar,-5.45,-3.57,0.3,0.21,,,0.26,0.21,,,0.3,""
DPPPhF2,323,317,2013,10.1002/adma.201205320,Advanced Materials,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)ccc4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,18.8,1.73,3.93,,BG/TC,100.0,1500.0,15.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000.0,Inert,n,-5.57,-3.56,0.02,0.02,,,0.09,0.08,,,0.09,""
DPPPhF4,324,318,2013,10.1002/adma.201205320,Advanced Materials,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)cc(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,16.3,1.79,3.93,,BG/TC,100.0,1000.0,10.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000.0,Inert,n,-5.65,-3.64,0.16,0.15,,,0.99,0.9,,,0.99,""
DPPPhF4,324,319,2013,10.1002/adma.201205320,Advanced Materials,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)cc(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,16.3,1.79,3.93,,BG/TC,100.0,1000.0,10.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,250.0,Chloroform,3000.0,Inert,n,-5.65,-3.64,0.19,0.17,,,1.35,1.25,,,1.35,""
DPPPhF4,324,320,2013,10.1002/adma.201205320,Advanced Materials,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4c(F)c(F)cc(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,16.3,1.79,3.93,,BG/TC,100.0,1000.0,10.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,280.0,Chloroform,3000.0,Inert,n,-5.65,-3.64,0.25,0.23,,,2.36,2.0,,,2.36,""
P0F,325,321,2017,10.1002/adma.201606217,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(/C=C/c5cccs5)s4)ccc32)c2ccccc21,88.8,1.74,3.73,20.47,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000.0,Ambient,p,-5.48,-3.63,0.67,0.42,-20.0,10000,,,,,0.67,""
P2F,326,322,2017,10.1002/adma.201606217,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2ccc(-c2ccc(/C=C/c4cccs4)s2)c3F)c2cccc(F)c21,165.6,1.61,3.48,22.52,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000.0,Ambient,ambipolar,-5.54,-3.7,3.49,2.79,-38.0,100000,2.77,1.96,70.0,10000,3.49,""
P4F,327,323,2017,10.1002/adma.201606217,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)ccc32)c2ccccc21,82.7,1.88,3.54,22.4,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000.0,Ambient,ambipolar,-5.76,-3.68,0.89,0.75,-54.0,10000-100000,1.63,1.28,50.0,1000000-10000000,1.63,""
P6F,328,324,2017,10.1002/adma.201606217,Advanced Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2ccc(-c2sc(/C=C/c4scc(F)c4F)c(F)c2F)c3F)c2cccc(F)c21,46.5,1.39,3.59,21.82,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000.0,Ambient,n,-5.82,-3.83,3.9,2.67,-70.0,10000-100000,3.5,2.57,38.0,1000000,3.9,""
P6FC3,329,325,2017,10.1002/adma.201606217,Advanced Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c3c2ccc(-c2sc(/C=C/c4scc(F)c4F)c(F)c2F)c3F)c2cccc(F)c21,52.9,1.54,3.43,27.56,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000.0,Ambient,n,-5.95,-3.8,,,,,4.97,3.04,55.0,1000000-10000000,4.97,""
P6F2TC3,330,326,2017,10.1002/adma.201606217,Advanced Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c3c2ccc(-c2sc(-c4scc(F)c4F)c(F)c2F)c3F)c2cccc(F)c21,88.0,1.94,3.47,27.44,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000.0,Ambient,n,-6.09,-3.92,,,,,1.35,1.08,45.0,1000000,1.35,""
C18-DPP-C17-BTZ,331,327,2015,10.1039/c5sc01326g,Chemical Science,CCCCCCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cccc5nn(C(CCCCCCCC)CCCCCCCC)nc45)s3)N(CCCCCCCCCCCCCCCCCC)C(=O)C2=C1c1cccs1,63.0,3.2,3.7,28.6,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,110.0,Chlorobenzene,,Nitrogen,ambipolar,-5.15,-3.9,2.4,,,>10000000,1.5,,,>10000000,2.4,"The authors did not mention which mode the on/off ratio applies to."
C18-DPP-C8-BTZ,332,328,2015,10.1039/c5sc01326g,Chemical Science,CCCCCCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cccc5nn(CCCCCCCC)nc45)s3)N(CCCCCCCCCCCCCCCCCC)C(=O)C2=C1c1cccs1,11.0,4.0,3.7,25.7,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,110.0,oDCB,,Nitrogen,ambipolar,-5.13,-3.81,0.48,,,>100000,0.31,,,>100000,0.48,""
C20-DPP-C8-BTZ,333,329,2015,10.1039/c5sc01326g,Chemical Science,CCCCCCCCCCCCCCCCCCN1C(=O)C2=C(c3cccs3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccc3nn(CCCCCCCC)nc23)s1,93.0,1.5,,,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,300.0,Chlorobenzene,,Nitrogen,ambipolar,,,0.075,,,>100000,0.073,,,>100000,0.075,"the energy gap is 1.30eV"
C16-DPP-C8-BTZ,334,330,2015,10.1039/c5sc01326g,Chemical Science,CCCCCCCCCCCCCCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccc3nn(CCCCCCCC)nc23)s1,28.0,2.0,3.6,23.2,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,300.0,Chlorobenzene,,Nitrogen,ambipolar,,,0.011,,,>10000,0.018,,,>10000,0.018,"the energy gap is 1.28eV"
PPyDPP1-BT,335,331,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,62.1,1.92,3.59,20.58,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000.0,Ambient,ambipolar,-5.65,-3.47,0.86,0.75,-40.0,1000,1.05,0.87,35.0,1000,1.05,""
PPyDPP1-BT,335,332,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,62.1,1.92,3.59,20.58,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000.0,Ambient,ambipolar,-5.65,-3.47,0.61,0.54,-41.0,1000,0.83,0.71,31.0,1000,0.83,""
PPyDPP1-4FBT,336,333,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(F)c5F)c(F)c4F)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,157.4,1.85,3.56,20.65,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000.0,Ambient,n,-5.93,-3.65,,,,,0.58,0.47,43.0,100000,0.58,""
PPyDPP1-4FBT,336,334,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(F)c5F)c(F)c4F)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,157.4,1.85,3.56,20.65,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000.0,Ambient,n,-5.93,-3.65,,,,,1.02,0.92,33.0,100000,1.02,""
PPyDPP1-4FBT,336,335,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(F)c5F)c(F)c4F)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,157.4,1.85,3.56,20.65,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,250.0,oDCB,3000.0,Ambient,n,-5.93,-3.65,,,,,0.81,0.68,29.0,100000,0.81,""
PPyDPP2-4FBT,337,336,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(F)c5F)c(F)c4F)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,120.2,2.26,3.52,26.81,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000.0,Ambient,n,-5.96,-3.69,,,,,2.06,1.79,43.0,100000,2.06,""
PPyDPP2-4FBT,337,337,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(F)c5F)c(F)c4F)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,120.2,2.26,3.52,26.81,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000.0,Ambient,n,-5.96,-3.69,,,,,2.45,2.08,28.0,100000,2.45,""
PPyDPP2-4FBT,337,338,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(F)c5F)c(F)c4F)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,120.2,2.26,3.52,26.81,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,250.0,oDCB,3000.0,Ambient,n,-5.96,-3.69,,,,,1.56,1.29,28.0,100000,1.56,""
PPyDPP1-4FTVT,338,339,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,102.7,1.77,3.51,20.91,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000.0,Ambient,n,-5.86,-3.66,,,,,0.82,0.74,32.0,1000000,0.82,""
PPyDPP1-4FTVT,338,340,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,102.7,1.77,3.51,20.91,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000.0,Ambient,n,-5.86,-3.66,,,,,1.19,1.08,21.0,1000000,1.19,""
PPyDPP1-4FTVT,338,341,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)cn3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,102.7,1.77,3.51,20.91,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,250.0,oDCB,3000.0,Ambient,n,-5.86,-3.66,,,,,0.92,0.85,19.0,1000000,0.92,""
PPyDPP2-4FTVT ,339,342,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,126.2,1.7,3.48,27.1,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000.0,Ambient,n,-5.89,-3.67,,,,,0.89,0.81,27.0,1000000,0.89,""
PPyDPP2-4FTVT ,339,343,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,126.2,1.7,3.48,27.1,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000.0,Ambient,n,-5.89,-3.67,,,,,1.35,1.05,25.0,1000000,1.35,""
PPyDPP2-4FTVT ,339,344,2018,10.1002/adfm.201801097,Advanced Functional Materials,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5F)c(F)c4F)cn3)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C2=C1c1ccccn1,126.2,1.7,3.48,27.1,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,250.0,oDCB,3000.0,Ambient,n,-5.89,-3.67,,,,,1.04,0.89,22.0,1000000,1.04,""
PEDTE1,340,345,2016,10.1021/acs.macromol.6b01510,Macromolecules,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C(OCC)=C(\OCC)c5cccs5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,63.4,2.0,3.89,22.5,BG/BC,50.0,1400.0,28.0,OTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating ,,oDCB,2000.0,Ambient,p,-5.2,-3.84,0.1,0.07,2.0,1000-10000,,,,,0.1,""
PEDTE2,341,346,2016,10.1021/acs.macromol.6b01510,Macromolecules,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4ccc(/C(OCC)=C(\OCC)c5cccs5)s4)s3)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,57.6,2.08,3.78,23.1,BG/BC,50.0,1400.0,28.0,OTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating ,,oDCB,2000.0,Ambient,p,-5.18,-3.83,0.13,0.09,0.0,10000-100000,,,,,0.13,""
PEDTE3,342,347,2016,10.1021/acs.macromol.6b01510,Macromolecules,CCCCCCCCCCC(CCCCCCCCCC)CCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C(OCC)=C(\OCC)c5cccs5)s4)s3)N(CCCCC(CCCCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,57.2,2.13,3.78,24.0,BG/BC,50.0,1400.0,28.0,OTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating ,,oDCB,2000.0,Ambient,p,-5.2,-3.85,0.15,0.11,0.0,10000-100000,,,,,0.15,""
